row ID,row m/z,row retention time,6110_U2_C18POS_34.mzML Peak height,6101_U4_C18POS_14.mzML Peak height,6109_U1_C18POS_58.mzML Peak height,6105_U3_C18POS_39.mzML Peak height,6105_U1_C18POS_43.mzML Peak height,6109_U4_C18POS_22.mzML Peak height,6113_U4_C18POS_62.mzML Peak height,6101_U1_C18POS_59.mzML Peak height,6103_U4_C18POS_53.mzML Peak height,6105_U2_C18POS_40.mzML Peak height,6111_U4_C18POS_42.mzML Peak height,6110_U3_C18POS_45.mzML Peak height,6104_U3_C18POS_32.mzML Peak height,6102_U1_C18POS_26_1.mzML Peak height,6104_U2_C18POS_19.mzML Peak height,6110_U4_C18POS_start-10.mzML Peak height,6112_U2_C18POS_37.mzML Peak height,6102_U2_C18POS_16.mzML Peak height,6102_U3_C18POS_48.mzML Peak height,6113_U2_C18POS_31.mzML Peak height,6101_U2_C18POS_30.mzML Peak height,6109_U3_C18POS_52.mzML Peak height,6102_U4_C18POS_50.mzML Peak height,6111_U2_C18POS_35.mzML Peak height,6101_U3_C18POS_29_1.mzML Peak height,6112_U4_C18POS_63.mzML Peak height,6111_U3_C18POS_54.mzML Peak height,6105_U4_C18POS_47.mzML Peak height,6113_U1_C18POS_24.mzML Peak height,6108_U1_C18POS_44.mzML Peak height,6110_U1_C18POS_11.mzML Peak height,6112_U3_C18POS_56.mzML Peak height,6108_U4_C18POS_18.mzML Peak height,6103_U3_C18POS_61.mzML Peak height,6108_U2_C18POS_27_1.mzML Peak height,6106_U4_C18POS_36.mzML Peak height,6103_U2_C18POS_60.mzML Peak height,6113_U3_C18POS_15.mzML Peak height,6106_U2_C18POS_46.mzML Peak height,6104_U1_C18POS_55.mzML Peak height,6104_U4_C18POS_12.mzML Peak height,6108_U3_C18POS_28_1.mzML Peak height,6103_U1_C18POS_21.mzML Peak height,6112_U1_C18POS_38.mzML Peak height,6106_U3_C18POS_20.mzML Peak height,6111_U1_C18POS_51.mzML Peak height,6106_U1_C18POS_23.mzML Peak height,6109_U2_C18POS_13.mzML Peak height,PB2tryagain_C18POS_5.mzML Peak height,PB1tryagain_C18POS_4.mzML Peak height,PB3tryagain_C18POS_6.mzML Peak height,PooledQC8_C18POS_33.mzML Peak height,PooledQC11_C18POS_57.mzML Peak height,PooledQC7_C18POS_25.mzML Peak height,PooledQC9_C18POS_41.mzML Peak height,PooledQC12_C18POS_64.mzML Peak height,PooledQC10_C18POS_49.mzML Peak height,PooledQC6_C18POS_17.mzML Peak height,PrerunPooledQC5tryagain-addednew3_C18POS_14_1.mzML Peak height
5571,550.6276321,10.712759,16193.025,15504.026,16313.124,16201.767,15144.977,16939.898,15570.596,16111.48,16465.03,15464.34,16139.244,16118.687,17181.166,17892.256,16232.585,16384.176,16221.97,16232.021,15804.374,17115.26,19332.21,17069.688,16316.828,15918.029,58197.945,15274.333,15766.396,14982.451,15660.365,15635.87,14386.416,15289,16445.875,15848.324,18550.383,15690.814,14791.759,16386.387,14776.447,16008.975,17243.797,37967.94,14670.627,14722.536,15877.015,15375.204,17086.645,21945.023,16224.825,17504.273,16910.846,15508.712,16904.736,19151.154,16682.383,15860.028,16834.402,15682.438,16196.366
5572,628.4952321,10.656808,10320.699,10086.887,8925.421,10091.818,9861.876,9523.655,9144.922,10632.513,8904.26,10558.81,10035.503,9686.111,9448.503,13755.327,15231.858,12783.98,10771.766,13313.636,10678.163,9426.892,10875.892,8897.433,13165.697,10280.067,12296.798,8720.9795,9442.344,9459.822,9237.478,13967.637,11206.98,10872.903,10383.075,9591.278,9535.63,10198.692,9241.786,10435.849,9420.753,11433.081,11367.382,11790.316,9494.921,10295.374,9546.46,11074.257,10075.84,10044.102,10601.242,10120.128,13423.942,11577.476,11957.257,11557.197,11499.326,12623.418,11654.791,11113.834,13752.177
5573,519.4845745,10.650782,11935.317,13470.103,12390.222,11544.655,13108.088,12981.828,13162.854,13609.036,13278.207,15494.705,11483.959,12400.256,14054.198,14921.699,11452.82,8189.9165,13391.516,11628.525,12768.192,12900.361,17023.146,11962.479,8129.672,13530.035,13720.966,13304.392,11604.501,11385.189,12750.55,13674.019,11536.969,15316.378,13241.416,11591.157,11068.581,12779.419,12964.339,10946.442,12015.533,13613.454,9169.499,11676.011,11759.508,14927.892,11664.943,12832.519,13750.4,12156.729,11528.817,9400.425,14358.337,9678.224,11321.185,10585.456,8840.48,10065.902,11294.794,8887.055,9366.987
5574,492.2971614,10.593608,14540.141,13183.937,15980.336,14744.001,16859.682,14445.863,13702.975,13597.168,16646.023,15071.764,15788.142,14429.657,15012.1875,15944.015,16447.803,15292.091,16911.195,14165.079,12475.595,18836.984,16486.66,14945.921,15267.892,13950.649,16059.68,15559.7295,15773.494,13847.173,15497.435,15135.242,13400.884,15462.788,16275.005,15280.439,16513.516,14313.037,13382.546,16475.174,16444.686,14496.513,15962.175,17601.986,14715.817,13622.62,15877.721,13305.934,15892.916,20678.086,13944.285,15813.427,14486.208,17125.848,14528.878,15745.705,15019.706,16344.205,15168.444,13704.165,15146.148
5575,600.4802474,10.67424,6198.8555,6770.977,6469.224,5842.5938,6654.83,6246.9526,6072.709,6339.442,6717.135,6552.7407,6026.0464,8488.437,6195.624,7369.5044,6277.9375,6686.684,7277.04,7168.388,6383.743,6317.633,6634.169,5888.1553,6452.44,6168.6167,6700.018,7238.2812,6911.173,6279.144,7177.864,6088.6475,6960.166,6438.544,6801.879,7934.6694,6461.2383,6139.9683,6031.845,7095.5684,6082.4287,7223.93,6487.1763,6203.224,6404.7407,6060.3623,6495.366,5632.9385,6643.6934,6538.8286,6951.8257,7187.765,6951.87,7069.1978,5966.182,7233.286,7607.9434,6445.6133,6687.3833,6723.9146,6528.7134
5576,584.478364,10.67885,15123.48,16772.855,13252.245,14270,14767.105,13880.703,13736.547,15922.019,14953.835,14646.118,13892.938,15405.649,13938.139,17355.307,16970.623,17478.924,14160.337,16502.018,14874.672,14148.048,13711.353,14785.95,15523.711,13915.601,14232.491,13299.433,14724.164,13701.494,15591.711,16305.192,15067.588,14117.736,15594.205,13281.178,13761.238,14493.971,14024.9,14844.267,14346.985,15212.286,14651.011,14168.867,15106.462,13938.583,15446.7705,14471.048,14693.031,14445.545,15059.546,14455.108,16274.538,15923.975,15197.704,14996.937,14609.587,16238.145,17020.451,15147.516,17415.965
5577,730.5644622,10.684221,4231.737,3732.5647,2941.7122,4093.5903,4529.819,4072.1746,4307.6543,4937.711,4919.181,3941.642,3918.2344,3776.2134,4678.3047,4843.813,5027.383,5167.0747,3766.4792,4082.4119,4780.152,4107.982,3579.328,3438.3792,3987.8774,4252.4883,3465.4155,3348.5623,4246.4473,3980.2222,3616.0312,10617.538,3971.852,3655.1968,3701.7275,5533.2534,3684.3242,3963.4966,3828.4272,3633.408,3924.2961,3218.0994,3505.015,3690.701,3079.9802,4023.7607,3733.5933,20251.377,3202.6816,3876.6396,3817.0059,4099.176,4749.043,4981.8564,3937.88,4389.2314,4125.961,4075.8257,4329.1533,5064.898,4607.514
5578,540.4482531,10.682713,19768.156,19974.357,19241.23,20557.06,19492.03,19116.15,19086.443,18700.188,17603.025,19618.176,18270.469,21764.924,19205.166,22970.658,22007.691,21629.934,19344.088,21249.234,20174.082,20287.09,20731.23,18578.918,21044.678,18482.291,19445.355,19082.842,20279.998,20624.752,18854.512,23595.54,22113.057,19940.82,19104.88,19948.35,19428.182,19520.314,18448.041,20666.002,18576.156,19795,22146.271,19947.164,20646.264,18640.441,20448.477,18905.508,20847.865,19739.543,22721.346,20837.736,20868.223,21334.035,20532.166,20172.855,19437.549,21706.371,19821.758,19229.674,21824.816
5579,488.3006478,10.673201,1785.2067,2000.2494,2789.0186,1452.4032,1731.3678,1812.346,2042.9303,2146.7544,2119.679,4114.577,1624.0139,2358.7483,1933.4447,2049.2266,1518.3047,2158.8572,2030.9186,2346.0156,1833.9651,1941.611,1753.7504,2168.3572,1347.7701,3441.5156,1812.0239,1985.8304,3054.9685,1492.5203,2129.2126,2033.1931,2325.7793,2658.0977,2241.5798,2000.4672,2183.369,2436.426,2032.5259,1655.4939,2073.0156,4164.236,2884.255,1916.8646,2190.471,1655.9537,1534.1666,1655.9626,1770.6453,2809.2266,1840.3379,1639.9094,2110.6025,8218.781,7312.587,6374.384,12282.522,7167.977,7155.068,11017.16,9966
5580,533.3565994,10.697219,3144.5857,2953.4377,9147.091,2294.9592,3196.4478,2227.4175,4276.153,3769.4814,2886.4382,8904.884,3086.2004,2547.8926,2961.1172,3830.853,2527.446,2326.7117,3347.6812,2393.5718,2910.9731,2256.592,2528.61,2442.4338,2565.8484,7968.8423,2360.124,2443.2102,7840.35,2330.4426,3231.6,2558.6982,9583.001,2441.0007,9818.6045,2461.2642,2831.3354,8172.8145,3342.0813,2212.2754,2781.0403,9833.031,9297.742,2736.3057,4060.245,2370.689,2977.5295,2779.3533,2523.6794,11709.1875,2453.7566,2591.5442,2467.4807,22797.89,24857.314,26100.346,27288.979,26651.518,20241.959,36072.914,40273.055
5581,663.4751928,10.721235,11870.719,11931.886,11381.371,12208.758,12246.265,9214.918,11135.248,11558.076,11919.266,10446.147,11943.223,12152.282,11859.87,12558.736,11902.781,10788.988,10198.0625,10560.152,9356.845,11876.731,14848.435,9961.306,9941.816,13518.674,11320.907,12593.036,9817.45,10530.506,10181.964,12453.289,10459.061,9599.685,12277.51,12319.513,13186.031,9194.6875,10687.005,11099.085,11615.212,10614.393,9359.033,12625.392,9884.765,11174.302,9891.534,10297.689,10711.012,9944.898,10736.143,9989.145,11372.027,11647.564,9648.001,10232.084,11119.885,10393.518,11819.935,9633.28,13217.706
5582,505.3229988,10.696277,2337.3652,2834.3916,6094.544,2920.38,2477.6702,3750.0884,4659.3877,2066.7876,2910.573,6423.5205,3075.0835,3800.5957,3438.8064,2109.6355,2470.7944,2240.5583,2074.658,2247.5642,2356.1099,2992.5823,2824.1003,2353.997,2323.9453,5694.5244,3049.326,2100.635,4360.003,4813.4414,2483.2615,2994.7346,5732.4985,3554.811,5004.045,2870.4856,2197.4216,5474.011,3820.7754,3137.016,2260,6009.019,5063.0405,2818.7585,2483.2878,2736.6938,2279.2407,3183.181,2567.7656,4421.749,3156.5098,3145.3196,2448.7783,8527.264,9216.019,8887.39,11190.126,9959.436,6943.651,11136.571,11662.204
5583,496.4235111,10.692604,21656.62,23099.54,22889.416,26726.523,21332.135,23120.537,20716.809,25126.08,20680.951,21157.47,22508.584,23845.432,22907.21,27416.715,25546.125,24972.525,22742.807,24440.422,21447.816,22923.627,24907.55,22172.496,21991.559,25251.68,22932.936,21007.797,22090.777,21844.86,22123.377,27567.19,21963.834,21892.012,23550.234,23990.684,25016.172,22514.008,20806.633,22289.986,20690.396,21179.03,22811.72,21784.232,22389.998,22284.07,22045.215,24249.42,20695.879,22104.324,23363.9,22398.193,23578.367,23108.268,23745.436,24046.668,22799.75,22747.004,22056.094,23960.05,25514.941
5584,497.4251868,10.689876,9392.239,8909.645,9028.764,9198.755,9724.885,8500.302,8147.854,8810.228,8822.896,9157.192,8955.148,8951.246,9801.406,11532.883,10268.721,10188.399,8978.989,9933.246,9102.062,8200.952,9763.478,9191.16,8960.266,9404.024,8207.053,10035.008,9778.897,9504.101,10125.149,9157.493,8669.383,7848.8774,10164.811,9711.308,8904.241,10330.628,8776.791,10176.095,9690.098,9487.025,8866.592,10161.681,8947.545,10140.159,8998.267,10484.044,9819.018,9173.244,9775.553,9670.988,9839.677,9180.025,10435.063,8525.485,8788.841,9584.235,9638.857,8450.768,9977.035
5585,709.5139027,10.7705,18629.135,19878.23,18015.09,20522.879,18631.285,19172.303,18710.21,20803.139,19192.676,19105.092,18756.168,19898.695,17741.266,20428.547,19231.086,21451.205,17380.186,18587.172,19773.55,18969.066,33256.88,19039.254,19397.805,19547.918,17499.94,19939.268,15159.4375,17885.07,19151.713,18815.076,18505.932,18665.531,19906.414,18969.281,19654.932,17979.922,20522.15,19349.85,18753.7,17938.549,19812.172,19946.516,19646.494,16966.568,20219.012,19265.684,20129.24,20035.492,21480.094,18635.139,21418.146,17996.426,19244.004,19689.15,18755.963,21795.684,19704.344,19365.445,19635.455
5586,560.3810795,10.697122,4007.949,4676.731,5491.4614,4533.7876,5271.747,4010.611,2875.8557,3622.6511,3971.2236,5674.752,4948.5093,4817.295,4781.0757,5000.5967,4089.609,4339.5586,3502.5269,3679.6062,4411.3564,3503.2354,4876.187,3700.0278,3803.6174,6152.5693,4331.121,3990.424,6049.249,4364.9297,5127.033,4072.8203,7370.6875,4720.776,5166.711,3263.5789,4308.8945,6141.879,4218.874,4040.3503,4240.044,5658.1685,5288.0806,4433.306,3947.4624,3946.344,5405.6284,4681.957,4225.8057,4803.1646,3647.9102,3892.235,3908.3677,10165.493,11259.208,13004.767,13356.009,11620.066,9987.506,13964.072,14349.131
5587,740.5030852,10.706733,2974.4622,2412.1396,2525,2766.0632,3383.3718,2834.952,2345.8145,3059.6838,2638.9985,2998.5386,2576.0378,2966.0637,2651.6697,3148.3413,2679.7148,2937.0115,2926.4165,3510.8342,2918.471,2813.1853,3392.0046,2328.528,3282.555,3118.8564,2889.5857,2875.0557,2996.279,2811.8296,2390.0415,7419.8687,2766.1064,2667.263,3182.9888,2607.5435,3113.6582,2274.2778,3124.3308,2766.0303,2948.1875,2785.8755,3077.7693,2993.3518,3163.1616,2503.117,2436.8528,3445.3416,2980.7617,3130.8823,3134.41,2840.835,2925,2791.35,2484.8577,3297.4985,3049.719,2658.227,2731.1218,2832.62,2827.1118
5588,480.4227522,10.715961,6890.7163,7489.744,9200.522,7788.3047,7580.5005,7674.5024,8756.891,9880.365,7450.827,7166.091,8251.461,8225.496,7415.766,8487.691,8200.506,8680.918,7032.0034,8771.013,8458.261,8080.5376,6826.923,8054.2246,8087.972,6863.249,8728.449,7831.4644,8357.289,7207.179,8181.1655,9590.411,9447.138,8501.239,7958.5757,8809.705,8230.781,6828.1187,7883.1333,9029.069,7581.911,8821.717,8270.247,7317.817,7398.0356,7155.8594,8355.089,7771.322,7559.431,8200.595,9697.326,9168.164,11279.181,6561.441,9383.458,8782.8955,7109.0967,9007.972,7850.5894,7687.266,9397.343
5589,376.3193804,10.723024,3168.066,2452.3716,6450.685,4006.7515,3325.67,2801.5708,2786.947,2245.4631,2488.5312,3973.4788,2911.2725,2646.5789,3046,2295.1733,2440.2375,2102.8894,3907.2595,3274.426,3546.8196,2962.5588,7260.7666,4382.7554,2058.9229,2200.3984,2457.8506,6478.1924,3593.103,2342.8972,4482.045,5189.2783,5207.018,5107.004,2642.292,5388.447,2521.527,2663.7202,3750.7761,2739.0212,2894.8877,4948.5654,3144.0671,4097.006,3933.9937,2722.6863,2099.226,2405.8809,2494.6064,3566.232,2204.2288,2617.5125,2283.969,2614.0898,3138.1353,2648.0308,2885.578,2299.6863,3082.0051,2960.7812,2720.779
5590,532.3520074,10.710401,4537.5806,4196.1636,16291.737,3739.0298,2966.2253,3205.0408,4037.8914,3412.9724,4200.3223,18024.97,3108.0015,4521.446,3517.7017,4692.721,3129.4236,3806.2107,4136.537,4969.6895,4066.2014,3542.6584,2723.6243,2465.957,2829.5066,17247.664,2630.7786,3430.5544,16086.665,3746.5066,3575.4502,3903.6162,18934.982,4177.0586,16680.354,3620.2012,2791.5469,18259.857,3728.4465,3219.424,3733.6865,18335.797,20141.064,3942.3926,3427.1543,2683.4006,4237.3887,4352.3867,5285.06,20740.566,2866.7751,4696.31,5147.537,53795.21,59849.35,76490.945,77430.84,68502.68,46721.055,95965.25,105031.36
5591,354.3364424,10.719257,11979.005,10221.824,39420.504,25717,18137.18,14634.111,14387.848,14220.023,9554.39,33362.3,13933.766,18030.479,17196.066,14290.574,10028.79,8434.699,23484.6,19281.26,26415.215,12151.153,34156.14,23676.58,9728.017,12637.136,10200.0205,52393.01,12655.1,9792.7705,32006.428,36187.46,30316.934,35419.035,11898.717,25790.752,14226.309,13215.922,16236.121,19953.506,18491.158,28239.56,19253.6,23769.475,27067.178,15983.504,10956.337,10813.686,11251.698,23999.482,11165.857,10173.72,12756.644,16801.393,16036.31,14703.385,13652.91,15125.876,14536.435,14253.662,19925.58
5592,436.3980072,10.737535,9762.594,11302.457,10842.006,9756.008,11052.825,9723.399,10945.928,11799.803,9461.269,10930.099,9152.84,9367.105,9807.509,11206.2,10086.149,11353.979,9206.545,9396.576,9508.219,9279.067,10064.172,9179.637,11041.551,9220.625,9488.236,10653.97,9245.55,10841.871,10784.223,12442.925,11174.083,11157.254,10964.471,12293.589,11125.707,9177.424,10253.651,10426.809,8837.7,10074.965,11288.404,8350.042,9596.502,8504.431,10897.185,9828.126,10295.972,9634.182,12048.3545,11655.759,12732.081,10208.722,9823.941,11301.031,11315.264,10001.075,10519.301,11334.297,12230.623
5593,541.4529567,10.7110615,8231.68,9833.844,7850.4326,8926.064,9064.943,8931.332,8433.0205,8181.8,9182.044,8427.491,7972.0767,8612.059,8601.949,9327.618,8296.14,9422.255,9357.368,8924.308,8020.793,8709.342,8244.466,9101.835,11114.628,7767.395,8243.1045,7102.265,8385.93,8761.046,8312.225,9585.382,8905.044,7892.188,9518.136,10182.877,8577.735,7770.1816,8215.56,8675.392,7783.512,9493.408,8961.781,10528.458,9931.605,9151.971,8874.391,9331.529,7882.22,8870.237,8387.699,11010.041,10119.964,9389.57,8392.579,8306.643,8298.49,8861.739,9251.565,9536.142,9174.865
5594,395.3550923,10.720201,7816.0894,6422.7407,9911.267,7302.889,6925.263,6623.757,8024.824,6899.3037,6075.4785,8722.811,6386.587,7332.664,8015.7266,7458.2583,6264.396,5770.076,9105.945,8376.849,8743.562,7849.5454,9581.201,7056.886,6768.5415,7228.3384,5094.439,12448.117,7443.94,7975.682,9061.575,9705.642,8410.472,11023.648,6099.7246,10344.606,8269.926,7930.376,7538.044,7977.011,6106.848,8553.964,8171.84,9513.609,7633.3257,7006.452,6551.04,6136.9814,8900.923,8913.667,5888.219,7814.5566,7126.969,7728.1484,8610.508,7344.5396,6459.418,7797.8604,8359.337,6996.704,7452.739
5595,355.338363,10.720387,4053.8677,3550.9287,12026.559,6808.6567,5439.082,3867.0222,4207.797,4029.7786,3280.3613,9921.36,4086.2178,4052.4155,4073.6414,3981.0564,3652.3298,3660.5625,7424.2236,5078.695,9143.081,3663.0083,10142.478,7302.06,3546.4993,3944.537,3764.6414,16006.318,3316.0964,2534.7932,10422.919,9195.164,10419.219,11226.494,3285.236,7723.4497,4518.591,3870.2437,5405.976,4980.7617,4459.108,9052.124,6689.6133,8393.308,8108.5566,4944.0684,2763.0957,3463.1108,3390.03,7726.5586,4127.028,3463.1956,3361.882,4438.4976,4999.6733,4901.379,5759.9155,5853.789,4181.9478,4565.6714,5339.392
5596,503.3712493,10.733387,11742.887,10450.841,11635.474,11522.158,10017.012,10939.113,9841.698,10674.634,9881.654,9646.252,12212.504,11117.142,11779.064,12972.381,11410.703,11778.733,10589.317,10459.518,11409.612,11545.713,11100.002,11279.494,11408.058,11710.407,11222.268,10331.88,9113.069,9862.581,10120.145,10241.252,10523.739,9775.805,10922.313,10353.547,11715.823,11243.002,10671.572,10663.324,11777.246,12254.633,10229.544,12729.496,10983.001,10704.912,12237.743,10184.514,11413.955,9888.804,10408.52,11324.01,11198.735,9186.146,10759.116,9477.687,12174.705,10853.979,11016.105,11124.348,12910.942
5597,336.3253439,10.732917,5450.0596,5419.572,19586.115,12799.026,8249.981,7116.0176,6357.6255,6791.553,4769.5576,13808.233,5921.563,8221.36,7425.327,5707.897,5519.801,5700.6196,9738.961,8511.899,14360.156,6528.9595,16986.82,11641.875,5065.3315,5931.328,7146.6807,24758.633,5381.448,4889.0005,16341.201,15264.133,14199.977,17471.469,5541.9453,12596.208,6923.7456,5288.3403,9351,9386.511,7817.2266,15260.883,9487.073,12493.519,10742.694,7203.7773,5373.961,5641.266,5594.6377,10744.679,4262.4272,5805.794,5730.2793,7399.3906,8377.292,7791.594,7131.3184,6879.62,6811.15,8501.07,9700.513
5598,308.294573,10.734612,6012.0854,2885.0298,45508.402,21683.074,13420.579,9419.71,5719.2617,2592.734,2540.2268,44995.55,9192.8545,3573.0017,13771.091,2862.3909,7782.264,1844.2682,25022.006,8632.417,34561,6296.9644,48804.566,12945.893,2131.6821,5102.6455,2189.6816,90052.8,5520.7603,2882.0596,43188.36,40339.566,39322.684,50735.637,7621.9717,5748.91,10747.347,4031.7441,9536.181,15600.953,13405.14,25876.777,13217.863,23049.863,26156.256,12956.41,1740.8884,2278.1067,4312.519,23868.422,4148.6616,2321.003,4385.776,7075.281,9213.763,6307.9136,8995.042,7444.5137,9810.183,8800.414,6889.9365
5599,391.3419835,10.747331,11859.263,10727.314,10457.157,12254.772,11397.122,11537.758,11130.596,11663.785,11933.007,11771.486,11712.594,11361.532,11828.266,15000.816,13549.553,12146.06,13679.574,13760.667,12091.589,12405.457,14036.749,12155.002,11991.712,12237.752,12227.179,11612.279,13028.535,11853.046,10877.262,12661.544,11361.393,11601.634,13150.614,11487.049,13394.373,10825.164,12073.376,11837.132,11571.064,12422.498,11742.873,11184.1045,12004.619,11907.898,14055.336,11224.16,11556.951,11718.869,12366.506,11556.4,12236.08,12225.261,13820.818,14084.979,12407.371,12317.569,13276.915,12511.384,14187.986
5600,492.3006245,10.706823,12732.431,14058.398,11921.289,12409.476,12754.893,14445.863,12187.95,12352.437,12622.704,12826.735,12487.369,11778.315,12799.961,12154.272,12600.219,12869.087,12737.606,12593.277,12314.533,12460.568,13740.219,13204.06,11909.101,13189.463,14092.397,11866.554,12059.757,12443.455,11618.461,12362.937,13124.507,12398.563,12454.868,11279.257,13927.0205,12795.732,13166.895,12887.941,11818.623,12667.163,12428.21,12161.516,12841.962,12932.746,13602.041,12535.578,12901.992,13074.976,12990.104,13242.592,12849.799,13039.459,12555.373,12821.598,13444.222,11758.442,12319.502,12427.984,12400.914
5601,474.3185908,10.73998,17853.238,17942.426,18020.611,21839.232,16899.166,17592.572,19572.287,16433.627,19976.664,17927.4,18913.975,16964.56,18864.936,18362.596,18680.904,18652.434,18947.107,18598.766,16313.587,18420.488,20898.145,17358.312,16730.092,18627.652,18350.018,17906.938,16410.496,17906.455,19044.82,17021.63,17814.756,17944.715,16968.924,18426.238,17043.127,18678.16,15057.029,19683.428,17572.398,18299.01,17125.176,20608.346,19727.889,20549.572,21378.95,17417.174,20459.875,17422.732,16488.248,20538.229,16852.707,19231.879,18056.678,20171.79,20396.488,17269.084,17460.576,17943.188,19528.316
5602,502.3682827,10.73678,20262.754,18304.686,17479.281,18907.543,17823.451,18967.326,17396.295,20013.262,18384.117,17854.805,17295.764,18489.148,18065.992,18926.191,18499.371,18694.08,16766.795,18365.12,18552.55,19960.764,16520.867,19001.998,18551.451,19134.438,17366.578,17334.404,17891.793,17361.203,18142.98,17681.8,18734.494,19099.947,18952.65,18497.86,18954.363,18790.059,17516.338,19175.209,18343.414,18450.617,18398.229,17993.61,18292.617,17945.164,19022.533,19021.527,17641.143,18791.99,19651.463,21428.662,17640.127,19325.363,17815.04,18252.623,19470.035,19729.607,17147.752,18036.326,17863.955
5603,497.4252285,10.714176,9392.239,8496.36,7774.511,9198.755,9724.885,8500.302,7929.5005,8810.228,8316.196,9157.192,8955.148,8774.764,8537.123,11532.883,10268.721,9811.756,8978.989,9933.246,8546.524,8200.952,9763.478,9191.16,9050.539,9350.187,8107.7646,10035.008,9778.897,7652.5767,10125.149,9157.493,8669.383,7848.8774,10164.811,9711.308,8245.102,10330.628,8776.791,10176.095,9690.098,9487.025,8866.592,9036.649,8947.545,10140.159,8998.267,10484.044,9373.37,9173.244,9775.553,9670.988,9839.677,9180.025,10360.566,8525.485,8788.841,9584.235,9638.857,8439.954,9977.035
5604,716.5477981,10.741675,9545.872,6270.4155,6522.3086,5013.048,6688.6777,5506.9536,4230.4146,12511.96,4850.297,6372.96,5926.616,7954.1143,6693.61,16384.422,20878.105,12517.167,5790.9463,19804,7656.9346,4685.1006,9155.765,7004.0415,14947.515,5866.0005,7219.293,5161.365,8959.211,5884.9644,6152.6143,15968.921,9407.538,4992.68,6990.1777,7250.9624,5514.1807,5435.7217,6494.579,9126.368,5871.148,9307.744,8199.742,6901.491,5262.003,9387.142,6191.678,10239.247,5893.467,7901.8965,10262.717,5645.17,13968.817,9718.98,11500.208,9688.275,9444.163,10419.279,13260.96,10257.942,17417.156
5605,598.4502583,10.741791,2797.8574,2374.3757,2477.0007,2018.9958,1934.4554,2599.7544,2392.6865,5849.001,2781.5808,2061.3777,6396.214,2872.484,0,1933.1559,2029.846,5915.285,2061.531,3319.3328,0,2070.6855,0,1387.5714,6125.227,1951.4547,2563.6672,2075.7698,2398.8455,5561.5396,6164.21,1869.25,5100.174,1662.8441,5976.3765,2369.3994,2678.5293,2289.027,5430.2812,0,1746.2256,2223.6016,4912.6865,7020.7393,1674.3229,5110.365,2018.8942,1197.3063,1880.6821,2608.5151,7000.0967,6133.3994,1848.3341,2187.006,2085.2837,2455.215,0,0,2510.323,0,1900.931
5606,383.3234882,10.746673,2650.3442,2588.8794,7065.1646,3033.748,3464.8894,2963.113,1804.6516,6108.34,3423.018,2893.1738,2218.1436,9634.797,1457.7966,4672.357,2401.4443,2213.9001,2514.9033,2864.147,2865.937,2755.0022,1661.0702,1585.9767,2234.204,1978.3872,3323.066,3621.2258,2668.8481,2054.5474,2389.5486,5771.17,2628.477,3282.769,1715.6289,3265.5193,2150.8071,3224.5278,4400.1997,2875.015,1799.848,2142.8694,2365.3877,2006.3469,3293.276,1967.2529,2120.378,1635.682,4648.202,2967.036,1959.0615,2512.7715,2376.121,1722.5632,2549.5232,2126.6755,1654.9004,2510.2854,2138.3994,1705.5358,6627.0034
5607,672.5213834,10.764754,13979.442,10666.19,7845.494,6739.352,12251.37,7129.1123,7559.2075,17565.482,6684.3286,11860.092,8963.992,11331.694,9241.778,21744.688,22695.05,18214.863,8133.0347,26346.084,10552.668,7866.4067,12152.942,12112.081,23121.488,8871.032,12650.777,7658.7783,14478.233,9469.877,9021.018,20726.566,12662.64,6821.4185,10057.436,10824.081,7620.629,7336.1597,7391.895,12838.337,7602.3105,13297.458,11823.746,10764.1,7643.446,12255.231,7675.469,12479.71,9053.1875,12947.933,14721.287,8220.585,18935.035,13537.8545,14533.65,14049.718,12213.358,17675.361,16893.035,14271.114,18557.96
5608,448.2816958,10.729717,34084.895,31992.809,29803.25,31779.625,32458.592,33275.54,30510.34,30488.17,30890.969,33852.688,32917.56,35694.105,32531.14,33898.89,32229.094,32943.844,34640.695,32951.664,30025.469,35135.293,34349.5,31037.465,32820.863,37320.348,33344.234,31472.012,33324.26,31429.564,34204.793,33301.797,31737.387,32611.234,34784.09,33037.1,35552.305,32427.861,34197.67,35041.977,32598.852,30946.447,31959.652,34458.332,33701.766,32683.434,34865.926,34959.297,34113.52,35298.367,32987.953,35674.707,34117.02,34272.28,29683.152,31732.564,31333.582,31216.04,32115.447,32623.023,31659.174
5609,504.3132141,10.7750225,6732.3,7863.937,7879.3496,6459.0522,6892.3447,6910.1895,7114.1025,6633.375,6896.706,7874.7407,6490.5063,7279.0537,7002.882,6868.5117,7502.764,6770.321,6570.4536,7612.676,6733.4067,7285.1387,8239.805,7887.0957,7176.1562,7904.41,6903.6953,7550.001,6822.8174,7196.229,7045.4443,6985.083,8589.68,6876.227,7528.423,6733.134,7001.7573,7230.531,6559.657,7225.601,7371.594,8213.284,8544.084,6988.514,7171.958,7432.9307,7404.1006,6299.351,7790.011,9067.917,6211.976,7265.9067,6964.8545,7567.705,8115.464,7894.1045,9907.507,8584.258,7438.045,8917.471,0
